n,gameOver,head,score,visionUp,visionRight,visionDown,visionLeft,directionChoice
28,0,"[5, 5]",0,0.0,1.0,0.0,0.0,0
29,0,"[4, 5]",0,0.0,0.0,1.0,0.0,2
30,0,"[3, 5]",0,0.0,0.0,1.0,0.0,0
31,0,"[2, 5]",0,0.0,0.0,1.0,0.0,0
32,0,"[1, 5]",0,0.0,0.0,1.0,0.0,0
33,1,"[0, 5]",0,1.0,0.0,1.0,0.0,2
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,2
1,0,"[6, 7]",0,1.0,0.0,0.0,0.0,3
2,0,"[6, 6]",0,0.0,1.0,0.0,0.0,3
3,0,"[6, 5]",0,0.0,1.0,0.0,0.0,2
4,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
5,0,"[8, 5]",0,1.0,0.0,0.0,0.0,2
6,0,"[9, 5]",0,1.0,0.0,1.0,0.0,3
7,1,"[9, 4]",0,0.0,1.0,1.0,0.0,2
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,3
2,0,"[8, 4]",0,0.0,1.0,0.0,0.0,1
3,0,"[8, 3]",0,0.0,1.0,0.0,0.0,1
4,0,"[8, 2]",0,0.0,1.0,0.0,0.0,3
5,0,"[8, 1]",0,0.0,1.0,0.0,0.0,2
6,0,"[9, 1]",0,1.0,0.0,1.0,0.0,1
7,0,"[9, 2]",0,0.0,0.0,1.0,1.0,3
8,0,"[9, 3]",0,0.0,0.0,1.0,1.0,0
9,0,"[8, 3]",0,0.0,0.0,1.0,0.0,3
10,0,"[8, 2]",0,0.0,1.0,0.0,0.0,1
11,0,"[8, 1]",0,0.0,1.0,0.0,0.0,2
12,1,"[9, 1]",0,1.0,0.0,1.0,0.0,0
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,3
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,3
2,0,"[5, 9]",0,0.0,1.0,0.0,1.0,2
3,0,"[6, 9]",0,1.0,1.0,0.0,0.0,2
4,0,"[7, 9]",0,1.0,1.0,0.0,0.0,0
5,0,"[8, 9]",0,1.0,1.0,0.0,0.0,2
6,1,"[9, 9]",0,1.0,1.0,1.0,0.0,1
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,1
2,0,"[8, 6]",0,0.0,0.0,0.0,1.0,2
3,0,"[9, 6]",0,1.0,0.0,1.0,0.0,3
4,1,"[9, 5]",0,0.0,1.0,1.0,0.0,2
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,0
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,3
2,0,"[8, 4]",0,0.0,1.0,0.0,0.0,0
3,0,"[7, 4]",0,0.0,0.0,1.0,0.0,1
4,0,"[7, 5]",0,0.0,0.0,0.0,1.0,2
5,0,"[8, 5]",0,1.0,0.0,0.0,0.0,2
6,0,"[9, 5]",0,1.0,0.0,1.0,0.0,3
7,0,"[9, 4]",0,0.0,1.0,1.0,0.0,1
8,0,"[9, 3]",0,0.0,1.0,1.0,0.0,1
9,1,"[9, 2]",0,0.0,1.0,1.0,0.0,2
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,2
1,0,"[6, 7]",0,1.0,0.0,0.0,0.0,2
2,0,"[7, 7]",0,1.0,0.0,0.0,0.0,1
3,0,"[7, 8]",0,0.0,0.0,0.0,1.0,0
4,0,"[6, 8]",0,0.0,0.0,1.0,0.0,1
5,1,"[6, 9]",0,0.0,1.0,0.0,1.0,3
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,0
2,1,"[9, 5]",0,1.0,0.0,1.0,0.0,2
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,3
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,1
2,0,"[5, 9]",0,0.0,1.0,0.0,1.0,2
3,1,"[6, 9]",0,1.0,1.0,0.0,0.0,1
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,2
1,0,"[6, 7]",0,1.0,0.0,0.0,0.0,1
2,0,"[6, 8]",0,0.0,0.0,0.0,1.0,1
3,0,"[6, 9]",0,0.0,1.0,0.0,1.0,0
4,0,"[5, 9]",0,0.0,1.0,1.0,0.0,0
5,1,"[4, 9]",0,0.0,1.0,1.0,0.0,1
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,3
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,1
2,0,"[5, 9]",0,0.0,1.0,0.0,1.0,2
3,1,"[6, 9]",0,1.0,1.0,0.0,0.0,1
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,0
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,3
2,0,"[8, 4]",0,0.0,1.0,0.0,0.0,1
3,0,"[8, 3]",0,0.0,1.0,0.0,0.0,0
4,0,"[7, 3]",0,0.0,0.0,1.0,0.0,2
5,0,"[6, 3]",0,0.0,0.0,1.0,0.0,3
6,0,"[6, 2]",0,0.0,1.0,0.0,0.0,3
7,0,"[6, 1]",0,0.0,1.0,0.0,0.0,1
8,1,"[6, 0]",0,0.0,1.0,0.0,1.0,1
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,3
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,3
2,0,"[5, 9]",0,0.0,1.0,0.0,1.0,2
3,1,"[6, 9]",0,1.0,1.0,0.0,0.0,1
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,1
1,0,"[7, 6]",0,0.0,0.0,0.0,1.0,1
2,0,"[7, 7]",0,0.0,0.0,0.0,1.0,2
3,0,"[8, 7]",0,1.0,0.0,0.0,0.0,0
4,0,"[9, 7]",0,1.0,0.0,1.0,0.0,3
5,1,"[9, 6]",0,0.0,1.0,1.0,0.0,2
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,2
2,0,"[9, 5]",0,1.0,0.0,1.0,0.0,1
3,0,"[9, 6]",0,0.0,0.0,1.0,1.0,0
4,0,"[8, 6]",0,0.0,0.0,1.0,0.0,1
5,0,"[8, 7]",0,0.0,0.0,0.0,1.0,1
6,0,"[8, 8]",0,0.0,0.0,0.0,1.0,0
7,0,"[7, 8]",0,0.0,0.0,1.0,0.0,2
8,0,"[6, 8]",0,0.0,0.0,1.0,0.0,0
9,0,"[5, 8]",0,0.0,0.0,1.0,0.0,0
10,0,"[4, 8]",0,0.0,0.0,1.0,0.0,0
11,0,"[3, 8]",0,0.0,0.0,1.0,0.0,3
12,0,"[3, 7]",0,0.0,1.0,0.0,0.0,3
13,0,"[3, 6]",0,0.0,1.0,0.0,0.0,2
14,0,"[4, 6]",0,1.0,0.0,0.0,0.0,0
15,0,"[5, 6]",1,1.0,0.0,0.0,0.0,2
16,0,"[6, 6]",1,1.0,0.0,0.0,0.0,0
17,0,"[7, 6]",1,1.0,0.0,0.0,0.0,0
18,0,"[8, 6]",1,1.0,0.0,0.0,0.0,0
19,0,"[9, 6]",1,1.0,0.0,1.0,0.0,3
20,1,"[9, 5]",1,0.0,1.0,1.0,0.0,2
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,0
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,1
2,0,"[8, 6]",0,0.0,0.0,0.0,1.0,0
3,0,"[7, 6]",0,0.0,0.0,1.0,0.0,3
4,0,"[7, 5]",0,0.0,1.0,0.0,0.0,1
5,0,"[7, 4]",0,0.0,1.0,0.0,0.0,1
6,0,"[7, 3]",0,0.0,1.0,0.0,0.0,2
7,0,"[8, 3]",0,1.0,0.0,0.0,0.0,3
8,0,"[8, 2]",0,0.0,1.0,0.0,0.0,1
9,0,"[8, 1]",0,0.0,1.0,0.0,0.0,0
10,0,"[7, 1]",0,0.0,0.0,1.0,0.0,1
11,0,"[7, 2]",0,0.0,0.0,0.0,1.0,3
12,0,"[7, 3]",0,0.0,0.0,0.0,1.0,3
13,0,"[7, 4]",0,0.0,0.0,0.0,1.0,1
14,0,"[7, 5]",0,0.0,0.0,0.0,1.0,3
15,0,"[7, 6]",0,0.0,0.0,0.0,1.0,1
16,0,"[7, 7]",0,0.0,0.0,0.0,1.0,0
17,0,"[6, 7]",0,0.0,0.0,1.0,0.0,3
18,0,"[6, 6]",0,0.0,1.0,0.0,0.0,1
19,0,"[6, 5]",0,0.0,1.0,0.0,0.0,0
20,0,"[5, 5]",0,0.0,0.0,1.0,0.0,0
21,0,"[4, 5]",0,0.0,0.0,1.0,0.0,3
22,0,"[4, 4]",0,0.0,1.0,0.0,0.0,3
23,0,"[4, 3]",0,0.0,1.0,0.0,0.0,3
24,0,"[4, 2]",0,0.0,1.0,0.0,0.0,1
25,0,"[4, 1]",0,0.0,1.0,0.0,0.0,2
26,0,"[5, 1]",0,1.0,0.0,0.0,0.0,2
27,0,"[6, 1]",0,1.0,0.0,0.0,0.0,1
28,0,"[6, 2]",0,0.0,0.0,0.0,1.0,3
29,0,"[6, 3]",0,0.0,0.0,0.0,1.0,1
30,0,"[6, 4]",0,0.0,0.0,0.0,1.0,1
31,0,"[6, 5]",0,0.0,0.0,0.0,1.0,3
32,0,"[6, 6]",0,0.0,0.0,0.0,1.0,3
33,0,"[6, 7]",0,0.0,0.0,0.0,1.0,0
34,0,"[5, 7]",0,0.0,0.0,1.0,0.0,1
35,0,"[5, 8]",0,0.0,0.0,0.0,1.0,0
36,0,"[4, 8]",0,0.0,0.0,1.0,0.0,3
37,0,"[4, 7]",0,0.0,1.0,0.0,0.0,3
38,0,"[4, 6]",0,0.0,1.0,0.0,0.0,2
39,0,"[5, 6]",0,1.0,0.0,0.0,0.0,3
40,0,"[5, 5]",0,0.0,1.0,0.0,0.0,1
41,0,"[5, 4]",0,0.0,1.0,0.0,0.0,1
42,0,"[5, 3]",0,0.0,1.0,0.0,0.0,2
43,0,"[6, 3]",0,1.0,0.0,0.0,0.0,2
44,0,"[7, 3]",0,1.0,0.0,0.0,0.0,3
45,0,"[7, 2]",0,0.0,1.0,0.0,0.0,2
46,0,"[8, 2]",0,1.0,0.0,0.0,0.0,1
47,0,"[8, 3]",0,0.0,0.0,0.0,1.0,0
48,0,"[7, 3]",0,0.0,0.0,1.0,0.0,1
49,0,"[7, 4]",0,0.0,0.0,0.0,1.0,0
50,0,"[6, 4]",0,0.0,0.0,1.0,0.0,2
51,0,"[5, 4]",0,0.0,0.0,1.0,0.0,2
52,0,"[4, 4]",0,0.0,0.0,1.0,0.0,1
53,0,"[4, 5]",0,0.0,0.0,0.0,1.0,1
54,0,"[4, 6]",0,0.0,0.0,0.0,1.0,0
55,0,"[3, 6]",0,0.0,0.0,1.0,0.0,2
56,0,"[2, 6]",0,0.0,0.0,1.0,0.0,3
57,0,"[2, 5]",0,0.0,1.0,0.0,0.0,1
58,0,"[2, 4]",0,0.0,1.0,0.0,0.0,2
59,0,"[3, 4]",0,1.0,0.0,0.0,0.0,1
60,0,"[3, 5]",0,0.0,0.0,0.0,1.0,3
61,0,"[3, 6]",0,0.0,0.0,0.0,1.0,0
62,0,"[2, 6]",0,0.0,0.0,1.0,0.0,0
63,0,"[1, 6]",0,0.0,0.0,1.0,0.0,2
64,1,"[0, 6]",0,1.0,0.0,1.0,0.0,2
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,3
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,2
2,0,"[6, 8]",0,1.0,0.0,0.0,0.0,0
3,0,"[7, 8]",0,1.0,0.0,0.0,0.0,3
4,0,"[7, 7]",0,0.0,1.0,0.0,0.0,0
5,0,"[6, 7]",0,0.0,0.0,1.0,0.0,2
6,0,"[5, 7]",0,0.0,0.0,1.0,0.0,1
7,0,"[5, 8]",0,0.0,0.0,0.0,1.0,3
8,1,"[5, 9]",0,0.0,1.0,0.0,1.0,1
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,2
1,0,"[6, 7]",0,1.0,0.0,0.0,0.0,2
2,0,"[7, 7]",0,1.0,0.0,0.0,0.0,2
3,0,"[8, 7]",0,1.0,0.0,0.0,0.0,0
4,1,"[9, 7]",0,1.0,0.0,1.0,0.0,0
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,2
1,0,"[6, 7]",0,1.0,0.0,0.0,0.0,2
2,0,"[7, 7]",0,1.0,0.0,0.0,0.0,3
3,0,"[7, 6]",0,0.0,1.0,0.0,0.0,3
4,0,"[7, 5]",0,0.0,1.0,0.0,0.0,2
5,0,"[8, 5]",0,1.0,0.0,0.0,0.0,3
6,0,"[8, 4]",0,0.0,1.0,0.0,0.0,0
7,0,"[7, 4]",0,0.0,0.0,1.0,0.0,3
8,0,"[7, 3]",0,0.0,1.0,0.0,0.0,3
9,0,"[7, 2]",0,0.0,1.0,0.0,0.0,0
10,0,"[6, 2]",0,0.0,0.0,1.0,0.0,2
11,0,"[5, 2]",0,0.0,0.0,1.0,0.0,1
12,0,"[5, 3]",0,0.0,0.0,0.0,1.0,3
13,0,"[5, 4]",0,0.0,0.0,0.0,1.0,1
14,0,"[5, 5]",0,0.0,0.0,0.0,1.0,0
15,0,"[4, 5]",0,0.0,0.0,1.0,0.0,3
16,0,"[4, 4]",0,0.0,1.0,0.0,0.0,0
17,0,"[3, 4]",0,0.0,0.0,1.0,0.0,2
18,0,"[2, 4]",0,0.0,0.0,1.0,0.0,2
19,0,"[1, 4]",0,0.0,0.0,1.0,0.0,1
20,0,"[1, 5]",0,0.0,0.0,0.0,1.0,1
21,0,"[1, 6]",0,0.0,0.0,0.0,1.0,0
22,1,"[0, 6]",0,1.0,0.0,1.0,0.0,1
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,1
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,0
2,0,"[4, 8]",0,0.0,0.0,1.0,0.0,0
3,0,"[3, 8]",0,0.0,0.0,1.0,0.0,2
4,0,"[2, 8]",0,0.0,0.0,1.0,0.0,0
5,0,"[1, 8]",0,0.0,0.0,1.0,0.0,3
6,0,"[1, 7]",0,0.0,1.0,0.0,0.0,3
7,0,"[1, 6]",0,0.0,1.0,0.0,0.0,1
8,0,"[1, 5]",0,0.0,1.0,0.0,0.0,1
9,0,"[1, 4]",0,0.0,1.0,0.0,0.0,2
10,0,"[2, 4]",0,1.0,0.0,0.0,0.0,0
11,0,"[3, 4]",0,1.0,0.0,0.0,0.0,0
12,0,"[4, 4]",0,1.0,0.0,0.0,0.0,3
13,0,"[4, 3]",0,0.0,1.0,0.0,0.0,3
14,0,"[4, 2]",0,0.0,1.0,0.0,0.0,1
15,0,"[4, 1]",0,0.0,1.0,0.0,0.0,1
16,1,"[4, 0]",0,0.0,1.0,0.0,1.0,3
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,3
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,3
2,1,"[5, 9]",0,0.0,1.0,0.0,1.0,3
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,1
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,0
2,0,"[4, 8]",0,0.0,0.0,1.0,0.0,3
3,0,"[4, 7]",0,0.0,1.0,0.0,0.0,0
4,0,"[3, 7]",0,0.0,0.0,1.0,0.0,1
5,0,"[3, 8]",0,0.0,0.0,0.0,1.0,1
6,1,"[3, 9]",0,0.0,1.0,0.0,1.0,1
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,3
2,0,"[8, 4]",0,0.0,1.0,0.0,0.0,3
3,0,"[8, 3]",0,0.0,1.0,0.0,0.0,0
4,0,"[7, 3]",0,0.0,0.0,1.0,0.0,2
5,0,"[6, 3]",0,0.0,0.0,1.0,0.0,3
6,0,"[6, 2]",0,0.0,1.0,0.0,0.0,1
7,0,"[6, 1]",0,0.0,1.0,0.0,0.0,1
8,1,"[6, 0]",0,0.0,1.0,0.0,1.0,3
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,0
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,3
2,0,"[8, 4]",0,0.0,1.0,0.0,0.0,0
3,0,"[7, 4]",0,0.0,0.0,1.0,0.0,1
4,0,"[7, 5]",0,0.0,0.0,0.0,1.0,2
5,0,"[8, 5]",0,1.0,0.0,0.0,0.0,1
6,0,"[8, 6]",0,0.0,0.0,0.0,1.0,0
7,0,"[7, 6]",0,0.0,0.0,1.0,0.0,1
8,0,"[7, 7]",0,0.0,0.0,0.0,1.0,3
9,0,"[7, 8]",0,0.0,0.0,0.0,1.0,1
10,1,"[7, 9]",1,0.0,1.0,0.0,1.0,3
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,1
1,0,"[7, 6]",0,0.0,0.0,0.0,1.0,2
2,0,"[8, 6]",0,1.0,0.0,0.0,0.0,3
3,0,"[8, 5]",0,0.0,1.0,0.0,0.0,3
4,0,"[8, 4]",0,0.0,1.0,0.0,0.0,1
5,0,"[8, 3]",0,0.0,1.0,0.0,0.0,2
6,0,"[9, 3]",0,1.0,0.0,1.0,0.0,3
7,1,"[9, 2]",0,0.0,1.0,1.0,0.0,2
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,0
1,0,"[4, 7]",0,0.0,0.0,1.0,0.0,1
2,0,"[4, 8]",0,0.0,0.0,0.0,1.0,2
3,0,"[5, 8]",0,1.0,0.0,0.0,0.0,0
4,0,"[6, 8]",0,1.0,0.0,0.0,0.0,1
5,1,"[6, 9]",0,0.0,1.0,0.0,1.0,3
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,0
1,0,"[8, 5]",1,1.0,0.0,0.0,0.0,0
2,1,"[9, 5]",1,1.0,0.0,1.0,0.0,2
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,0
2,0,"[9, 5]",0,1.0,0.0,1.0,0.0,1
3,0,"[9, 6]",0,0.0,0.0,1.0,1.0,1
4,0,"[9, 7]",0,0.0,0.0,1.0,1.0,3
5,0,"[9, 8]",0,0.0,0.0,1.0,1.0,1
6,0,"[9, 9]",0,0.0,1.0,1.0,1.0,0
7,1,"[8, 9]",0,0.0,1.0,1.0,0.0,1
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,2
1,0,"[6, 7]",0,1.0,0.0,0.0,0.0,1
2,0,"[6, 8]",0,0.0,0.0,0.0,1.0,3
3,1,"[6, 9]",0,0.0,1.0,0.0,1.0,3
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,3
1,0,"[7, 4]",0,0.0,1.0,0.0,0.0,1
2,0,"[7, 3]",0,0.0,1.0,0.0,0.0,1
3,0,"[7, 2]",0,0.0,1.0,0.0,0.0,3
4,0,"[7, 1]",0,0.0,1.0,0.0,0.0,0
5,0,"[6, 1]",0,0.0,0.0,1.0,0.0,3
6,1,"[6, 0]",0,0.0,1.0,0.0,1.0,1
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,0
1,0,"[4, 7]",0,0.0,0.0,1.0,0.0,0
2,0,"[3, 7]",0,0.0,0.0,1.0,0.0,1
3,0,"[3, 8]",0,0.0,0.0,0.0,1.0,0
4,0,"[2, 8]",0,0.0,0.0,1.0,0.0,1
5,0,"[2, 9]",0,0.0,1.0,0.0,1.0,2
6,1,"[3, 9]",0,1.0,1.0,0.0,0.0,1
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,2
1,0,"[6, 7]",0,1.0,0.0,0.0,0.0,0
2,0,"[7, 7]",0,1.0,0.0,0.0,0.0,1
3,0,"[7, 8]",0,0.0,0.0,0.0,1.0,1
4,0,"[7, 9]",0,0.0,1.0,0.0,1.0,0
5,1,"[6, 9]",0,0.0,1.0,1.0,0.0,1
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,1
1,0,"[7, 6]",0,0.0,0.0,0.0,1.0,0
2,0,"[6, 6]",0,0.0,0.0,1.0,0.0,0
3,0,"[5, 6]",0,0.0,0.0,1.0,0.0,3
4,0,"[5, 5]",0,0.0,1.0,0.0,0.0,3
5,0,"[5, 4]",0,0.0,1.0,0.0,0.0,1
6,0,"[5, 3]",0,0.0,1.0,0.0,0.0,0
7,0,"[4, 3]",0,0.0,0.0,1.0,0.0,1
8,0,"[4, 4]",0,0.0,0.0,0.0,1.0,0
9,0,"[3, 4]",0,0.0,0.0,1.0,0.0,2
10,0,"[2, 4]",0,0.0,0.0,1.0,0.0,2
11,0,"[1, 4]",0,0.0,0.0,1.0,0.0,0
12,1,"[0, 4]",0,1.0,0.0,1.0,0.0,0
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,3
2,0,"[8, 4]",0,0.0,1.0,0.0,0.0,3
3,0,"[8, 3]",0,0.0,1.0,0.0,0.0,2
4,0,"[9, 3]",0,1.0,0.0,1.0,0.0,3
5,0,"[9, 2]",0,0.0,1.0,1.0,0.0,0
6,0,"[8, 2]",0,0.0,0.0,1.0,0.0,3
7,0,"[8, 1]",0,0.0,1.0,0.0,0.0,1
8,1,"[8, 0]",0,0.0,1.0,0.0,1.0,3
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,1
1,0,"[7, 6]",0,0.0,0.0,0.0,1.0,3
2,0,"[7, 7]",0,0.0,0.0,0.0,1.0,0
3,0,"[6, 7]",0,0.0,0.0,1.0,0.0,0
4,0,"[5, 7]",0,0.0,0.0,1.0,0.0,0
5,0,"[4, 7]",0,0.0,0.0,1.0,0.0,0
6,0,"[3, 7]",0,0.0,0.0,1.0,0.0,1
7,0,"[3, 8]",0,0.0,0.0,0.0,1.0,1
8,1,"[3, 9]",0,0.0,1.0,0.0,1.0,3
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,1
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,1
2,0,"[5, 9]",0,0.0,1.0,0.0,1.0,0
3,0,"[4, 9]",0,0.0,1.0,1.0,0.0,0
4,0,"[3, 9]",0,0.0,1.0,1.0,0.0,2
5,0,"[2, 9]",0,0.0,1.0,1.0,0.0,2
6,0,"[1, 9]",0,0.0,1.0,1.0,0.0,0
7,1,"[0, 9]",0,1.0,1.0,1.0,0.0,0
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,2
1,0,"[6, 7]",0,1.0,0.0,0.0,0.0,0
2,0,"[7, 7]",0,1.0,0.0,0.0,0.0,2
3,0,"[8, 7]",0,1.0,0.0,0.0,0.0,3
4,0,"[8, 6]",0,0.0,1.0,0.0,0.0,2
5,0,"[9, 6]",0,1.0,0.0,1.0,0.0,1
6,0,"[9, 7]",0,0.0,0.0,1.0,1.0,1
7,0,"[9, 8]",0,0.0,0.0,1.0,1.0,3
8,1,"[9, 9]",0,0.0,1.0,1.0,1.0,3
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,2
2,1,"[9, 5]",0,1.0,0.0,1.0,0.0,2
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,0
1,0,"[4, 7]",0,0.0,0.0,1.0,0.0,2
2,0,"[3, 7]",0,0.0,0.0,1.0,0.0,2
3,0,"[2, 7]",0,0.0,0.0,1.0,0.0,2
4,0,"[1, 7]",0,0.0,0.0,1.0,0.0,0
5,1,"[0, 7]",0,1.0,0.0,1.0,0.0,3
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,0
1,0,"[4, 7]",0,0.0,0.0,1.0,0.0,1
2,0,"[4, 8]",0,0.0,0.0,0.0,1.0,3
3,1,"[4, 9]",0,0.0,1.0,0.0,1.0,3
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,1
2,0,"[8, 6]",0,0.0,0.0,0.0,1.0,1
3,0,"[8, 7]",0,0.0,0.0,0.0,1.0,1
4,0,"[8, 8]",0,0.0,0.0,0.0,1.0,1
5,0,"[8, 9]",0,0.0,1.0,0.0,1.0,2
6,1,"[9, 9]",0,1.0,1.0,1.0,0.0,0
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,3
2,0,"[8, 4]",0,0.0,1.0,0.0,0.0,2
3,1,"[9, 4]",0,1.0,0.0,1.0,0.0,0
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,1
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,3
2,0,"[5, 9]",0,0.0,1.0,0.0,1.0,0
3,0,"[4, 9]",0,0.0,1.0,1.0,0.0,2
4,0,"[3, 9]",0,0.0,1.0,1.0,0.0,0
5,1,"[2, 9]",0,0.0,1.0,1.0,0.0,1
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,3
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,0
2,0,"[4, 8]",0,0.0,0.0,1.0,0.0,0
3,0,"[3, 8]",0,0.0,0.0,1.0,0.0,1
4,1,"[3, 9]",0,0.0,1.0,0.0,1.0,3
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,3
2,0,"[8, 4]",0,0.0,1.0,0.0,0.0,3
3,0,"[8, 3]",0,0.0,1.0,0.0,0.0,2
4,1,"[9, 3]",0,1.0,0.0,1.0,0.0,2
0,0,"[7, 5]",0,1.0,0.0,0.0,0.0,2
1,0,"[8, 5]",0,1.0,0.0,0.0,0.0,2
2,0,"[9, 5]",0,1.0,0.0,1.0,0.0,1
3,0,"[9, 6]",0,0.0,0.0,1.0,1.0,0
4,0,"[8, 6]",0,0.0,0.0,1.0,0.0,1
5,0,"[8, 7]",0,0.0,0.0,0.0,1.0,2
6,0,"[9, 7]",0,1.0,0.0,1.0,0.0,1
7,0,"[9, 8]",0,0.0,0.0,1.0,1.0,1
8,1,"[9, 9]",0,0.0,1.0,1.0,1.0,3
0,0,"[5, 7]",0,0.0,0.0,0.0,1.0,1
1,0,"[5, 8]",0,0.0,0.0,0.0,1.0,0
2,0,"[4, 8]",0,0.0,0.0,1.0,0.0,0
3,0,"[3, 8]",0,0.0,0.0,1.0,0.0,2
4,0,"[2, 8]",0,0.0,0.0,1.0,0.0,1
5,0,"[2, 9]",0,0.0,1.0,0.0,1.0,2
6,0,"[3, 9]",0,1.0,1.0,0.0,0.0,3
7,0,"[3, 8]",0,0.0,1.0,0.0,0.0,2
8,0,"[4, 8]",0,1.0,0.0,0.0,0.0,0
9,0,"[5, 8]",0,1.0,0.0,0.0,0.0,1
10,0,"[5, 9]",0,0.0,1.0,0.0,1.0,0
11,0,"[4, 9]",0,0.0,1.0,1.0,0.0,0
12,0,"[3, 9]",0,0.0,1.0,1.0,0.0,2
13,0,"[2, 9]",0,0.0,1.0,1.0,0.0,3
14,0,"[2, 8]",0,0.0,1.0,0.0,0.0,2
15,0,"[3, 8]",0,1.0,0.0,0.0,0.0,0
16,0,"[4, 8]",0,1.0,0.0,0.0,0.0,2
17,0,"[5, 8]",0,1.0,0.0,0.0,0.0,3
18,0,"[5, 7]",0,0.0,1.0,0.0,0.0,1
19,0,"[5, 6]",0,0.0,1.0,0.0,0.0,0
20,0,"[4, 6]",0,0.0,0.0,1.0,0.0,1
21,0,"[4, 7]",0,0.0,0.0,0.0,1.0,1
22,0,"[4, 8]",0,0.0,0.0,0.0,1.0,2
23,0,"[5, 8]",0,1.0,0.0,0.0,0.0,3
24,0,"[5, 7]",0,0.0,1.0,0.0,0.0,2
25,0,"[6, 7]",0,1.0,0.0,0.0,0.0,3
26,0,"[6, 6]",0,0.0,1.0,0.0,0.0,2
27,0,"[7, 6]",0,1.0,0.0,0.0,0.0,3
28,0,"[7, 5]",0,0.0,1.0,0.0,0.0,1
